Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique	input_DNA_Untreated-unique	input_DNA_VitC-unique
L1Md_T	1	47518343	47524514	-	0.362800628	0.306658477	0.298865616	0.169864893
L1Md_T	1	47587691	47592925	+	0	0.111512169	0	0.028310817
L1Md_T	1	47629774	47635458	+	0	0.027878042	0	0
L1Md_A	1	47675282	47681424	-	2.116337061	3.763535738	1.304140925	1.387230039
L1Md_T	1	47714837	47721509	-	2.116337061	4.209584236	1.358480096	1.613716602
L1Md_A	1	47752473	47757763	+	1.874469876	3.345365047	1.439988852	1.387230039
L1Md_T	1	48225211	48231889	-	0.06046677	0.195146292	0.190187216	0.141554087
L1Md_T	1	48363311	48368869	-	0.786068022	1.56117034	0.815088034	0.56621635
L1Md_A	1	48417800	48424356	-	0.06046677	0.362414539	0.108678408	0.141554087
L1Md_A	1	48494777	48500000	+	1.481435895	2.481145859	0.760748863	0.736081243
L1Md_T	1	48545548	48552244	+	0.57443434	0.947853446	0.407544017	0.537905514
L1Md_T	1	48689308	48695522	-	2.086103678	4.098072052	1.032444835	1.019189358
L1Md_T	1	48709098	48715359	-	1.481435895	2.592658043	0.652070463	1.019189358
L1Md_T	1	48814981	48820429	+	2.38843751	3.847169876	1.630176067	0.905946136
L1Md_T	1	48822719	48827917	+	2.811704874	4.878657341	1.331310511	1.670338154
L1Md_T	1	48921814	48928252	-	0.06046677	0.306658477	0.054339204	0.056621633
L1Md_T	1	49604853	49611072	-	2.660537958	4.014438152	1.793193698	1.273986697
L1Md_T	1	50122450	50128402	-	2.479137659	3.54051137	1.16829288	1.132432699
L1Md_A	1	50213259	50218398	+	0.876768172	1.226633906	0.407544017	0.679459572
L1Md_T	1	50329971	50335398	+	0.12093354	0.139390215	0.081508808	0.141554087
L1Md_T	1	50415162	50421370	-	0.513967574	0.864219308	0.298865616	0.424662262
L1Md_A	1	50875729	50881941	-	2.660537958	3.456877232	1.195462465	1.613716602
L1Md_A	1	51251778	51256792	-	0.030233385	0.139390215	0.027169602	0.084932446
L1Md_Gf	1	51433414	51438958	+	2.055870295	3.038706541	1.141123295	1.245675921
L1Md_T	1	51711240	51717666	-	1.027935147	1.505414248	0.842257679	0.8776353
L1Md_T	1	52399920	52405877	+	0.211633697	0.250902385	0.135848016	0.226486534
L1Md_A	1	52887732	52894120	-	0.66513449	1.19875586	0.570561647	0.452973068
L1Md_T	1	52939509	52945396	+	0.393034011	0.864219308	0.298865616	0.509594679
L1Md_T	1	52976156	52981348	-	1.632602811	1.97934103	0.923766494	1.104121804
L1Md_T	1	53955485	53960562	+	1.72330296	1.616926432	1.141123295	0.821013689
L1Md_T	1	54026204	54031419	+	0.57443434	0.641194999	0.461883247	0.339729786
L1Md_A	1	54265466	54271036	+	0.302333862	0.947853446	0.163017616	0.254797339
L1Md_T	1	54387178	54392707	+	0.362800628	0.278780431	0.217356816	0.169864893
L1Md_T	1	55476282	55482728	-	0.483734161	0.78058517	0.407544017	0.396351427
L1Md_A	1	55773216	55778361	+	0.967468321	2.11873126	0.869427264	0.622837961
L1Md_T	1	56092361	56099265	-	0.030233385	0.167268246	0.081508808	0.028310817
L1Md_A	1	56137030	56142402	+	0.634901106	1.003609538	0.190187216	0.283108175
L1Md_T	1	56380332	56385760	+	0.57443434	0.557560861	0.380374432	0.481283873
L1Md_T	1	56458631	56464845	-	0.57443434	0.752707124	0.434713632	0.396351427
L1Md_T	1	56714378	56720186	+	0.332567245	0.613316953	0.380374432	0.396351427
L1Md_T	1	57064297	57069710	-	0.151166931	0.362414539	0.190187216	0.113243267
L1Md_A	1	60320113	60325693	+	0.12093354	0.167268246	0.054339204	0
L1Md_A	1	60687820	60693029	+	0.907001555	1.170877814	0.652070463	0.56621635
L1Md_A	1	61209558	61214930	+	0.302333862	0.696951032	0.244526416	0.339729786
L1Md_A	1	61362213	61368649	-	1.300035596	1.393902063	0.923766494	0.934256971
L1Md_T	1	61491786	61499623	-	0.604667723	1.282389998	0.543392062	0.594527125
L1Md_T	1	61514244	61520356	+	0.453500777	0.529682815	0.271696031	0.452973068
L1Md_A	1	61670737	61676317	+	0.24186708	0.446048677	0.380374432	0.226486534
L1Md_T	1	62099941	62105676	-	0.24186708	0.501804769	0.108678408	0.169864893
L1Md_T	1	62220209	62225408	+	2.025636911	3.40112114	1.412819266	1.245675921
L1Md_T	1	62295396	62301312	+	0.06046677	0.446048677	0.108678408	0.084932446
L1Md_T	1	62671355	62677568	-	0.090700157	0.139390215	0.027169602	0.056621633
L1Md_T	1	62864966	62870970	-	1.420969129	2.11873126	1.032444835	0.990878582
L1Md_T	1	63797726	63804200	-	0.090700157	0.390292585	0.190187216	0.084932446
L1Md_A	1	63829969	63836534	-	0.483734161	0.613316953	0.298865616	0.283108175
L1Md_A	1	63859130	63864530	+	0.725601256	1.087243676	0.543392062	0.651148796
L1Md_T	1	63886209	63892300	+	0.030233385	0	0	0.113243267
L1Md_A	1	65411917	65418317	-	1.360502362	2.592658043	0.679240048	1.075811028
L1Md_T	1	65423855	65429998	-	2.87217164	3.345365047	1.630176067	1.811892271
L1Md_A	1	65749025	65754213	+	0.211633697	0.334536493	0.054339204	0.226486534
L1Md_T	1	65973450	65980154	-	0.090700157	0.223024338	0.027169602	0
L1Md_T	1	66036915	66042116	+	0.151166931	0.362414539	0.217356816	0.141554087
L1Md_A	1	66048535	66053695	+	0.24186708	0.501804769	0.190187216	0.141554087
L1Md_T	1	66271073	66277738	-	0.181400314	0.195146292	0.081508808	0.226486534
L1Md_A	1	66515027	66521207	-	0.24186708	0.390292585	0.163017616	0.169864893
L1Md_A	1	66575426	66581594	-	0.332567245	0.585438907	0.135848016	0.141554087
L1Md_A	1	67277123	67282311	+	0.272100478	0.724829078	0.135848016	0.226486534
L1Md_A	1	67536670	67543062	-	0.755834639	1.672682524	0.543392062	0.481283873
L1Md_A	1	67587423	67592588	+	0.151166931	0.167268246	0.108678408	0.056621633
L1Md_T	1	67619666	67625859	-	1.481435895	2.787804127	0.923766494	0.707770407
L1Md_A	1	67682584	67688761	-	0.12093354	0.334536493	0.027169602	0
L1Md_A	1	68268128	68273469	+	0.12093354	0.418170631	0.027169602	0.113243267
L1Md_A	1	68405851	68411056	+	0.604667723	0.892097354	0.380374432	0.424662262
L1Md_A	1	68468958	68474527	+	0.24186708	0.446048677	0.081508808	0.254797339
L1Md_T	1	68583035	68589691	-	0.151166931	0.362414539	0.027169602	0.169864893
L1Md_T	1	68598271	68603866	+	0.362800628	0.557560861	0.135848016	0.084932446
L1Md_T	1	68624912	68630510	+	0.181400314	0.139390215	0.135848016	0.028310817
L1Md_A	1	69191508	69196914	+	0.362800628	0.390292585	0.135848016	0.113243267
L1Md_T	1	69231433	69237522	+	0	0	0	0
L1Md_A	1	69940337	69945700	+	0.24186708	0.418170631	0.027169602	0.113243267
L1Md_T	1	69962760	69969128	-	0.513967574	0.864219308	0.461883247	0.339729786
L1Md_T	1	70208714	70214120	+	0.604667723	0.724829078	0.163017616	0.368040621
L1Md_A	1	70628945	70635563	-	1.14886868	2.202365398	0.597731233	0.736081243
L1Md_A	1	70980086	70986871	-	0.483734161	0.724829078	0.434713632	0.254797339
L1Md_A	1	71079638	71086422	-	0.66513449	0.724829078	0.298865616	0.396351427
L1Md_A	1	72542088	72548426	-	0.755834639	1.310268044	0.461883247	0.736081243
L1Md_T	1	73291915	73297113	+	2.539604425	4.209584236	1.331310511	1.585405707
L1Md_T	1	73317802	73323213	-	0.786068022	1.477536201	0.543392062	0.736081243
L1Md_T	1	73472700	73478880	-	0.907001555	1.505414248	0.733579278	0.594527125
L1Md_A	1	73549159	73555360	-	0.786068022	0.9199754	0.353204817	0.509594679
L1Md_A	1	73646944	73652316	+	0.030233385	0.167268246	0.027169602	0.056621633
L1Md_T	1	73885250	73890879	+	0.12093354	0.278780431	0.135848016	0.141554087
L1Md_T	1	75707807	75715492	-	0.06046677	0.306658477	0.217356816	0.141554087
L1Md_A	1	76311961	76317370	+	1.23956883	1.812072754	0.869427264	0.792702854
L1Md_T	1	76351327	76356711	+	0.57443434	0.836341262	0.380374432	0.424662262
L1Md_T	1	76459994	76465425	+	0.030233385	0.055756085	0	0
L1Md_A	1	77783487	77788732	+	1.541902661	1.784194708	0.760748863	0.424662262
L1Md_T	1	77936630	77942581	-	1.23956883	0.947853446	1.086784124	1.104121804
L1Md_T	1	78240864	78247263	-	0.090700157	0.306658477	0.081508808	0.113243267
L1Md_A	1	78949105	78955451	-	0.483734161	0.836341262	0.353204817	0.537905514
L1Md_A	1	78983836	78990422	-	1.693069577	3.150218725	0.896596849	1.472162485
L1Md_A	1	79039255	79045456	-	1.572136045	2.676291943	0.978105664	0.934256971
L1Md_A	1	79098413	79103981	+	1.753536344	2.815682173	1.032444835	0.764392078
L1Md_T	1	79120213	79125612	-	1.572136045	2.090853214	0.679240048	0.962567747
L1Md_T	1	79380835	79386314	+	0.272100478	0.585438907	0.326035231	0.368040621
L1Md_A	1	79488364	79493566	+	1.14886868	3.373243093	0.679240048	1.217365146
L1Md_A	1	80001785	80008193	-	1.300035596	1.505414248	0.624900818	0.56621635
L1Md_A	1	80045378	80050563	+	2.479137659	4.683511257	1.358480096	1.840203047
L1Md_A	1	80687749	80694314	-	0.030233385	0.139390215	0	0
L1Md_T	1	80983779	80989388	+	0.181400314	0.390292585	0.135848016	0.198175713
L1Md_T	1	81419668	81425671	+	0.06046677	0.111512169	0.027169602	0.084932446
L1Md_T	1	81443877	81449298	+	2.690771341	3.484755278	1.901872158	1.7552706
L1Md_T	1	83369683	83374869	+	2.448904276	2.787804127	1.249801636	1.500473261
L1Md_A	1	83456716	83463410	-	0.66513449	0.78058517	0.217356816	0.481283873
L1Md_T	1	83511077	83516910	-	0.302333862	0.585438907	0.244526416	0.254797339
L1Md_A	1	83615303	83620501	+	1.209335446	2.202365398	0.652070463	0.679459572
L1Md_A	1	83673150	83678350	+	1.14886868	1.533292294	0.380374432	0.537905514
L1Md_T	1	83819612	83824827	+	0.302333862	0.362414539	0.244526416	0.169864893
L1Md_A	1	84121707	84127079	+	0.151166931	0.306658477	0.244526416	0.169864893
L1Md_A	1	84263510	84269720	+	0.332567245	0.669072986	0.570561647	0.283108175
L1Md_T	1	84373398	84379675	-	0.695367873	1.70056057	0.869427264	0.707770407
L1Md_A	1	84451680	84457206	+	0.634901106	1.366024017	0.489052832	0.481283873
L1Md_A	1	84700607	84706187	+	0.483734161	0.669072986	0.244526416	0.283108175
L1Md_A	1	85014586	85021177	-	1.481435895	3.094462633	0.950936079	0.821013689
L1Md_T	1	85051268	85057948	-	0.997701705	2.11873126	0.733579278	0.792702854
L1Md_A	1	85147578	85152915	+	1.632602811	3.038706541	0.842257679	0.8776353
L1Md_A	1	85220571	85228813	+	2.993105173	5.770754814	2.146398544	2.349797726
L1Md_A	1	85333942	85340294	-	3.597772837	5.519852161	1.793193698	2.123311281
L1Md_A	1	88028642	88035427	-	0.544200957	0.473926723	0.271696031	0.283108175
L1Md_A	1	92412223	92418566	-	0.483734161	0.808463216	0.407544017	0.254797339
L1Md_T	1	93839149	93845624	-	0.12093354	0.446048677	0.163017616	0.084932446
L1Md_T	1	94101111	94106377	+	1.360502362	2.035097122	1.249801636	1.047500253
L1Md_T	1	94150844	94156501	+	0.362800628	1.310268044	0.326035231	0.481283873
L1Md_T	1	94254640	94261062	-	1.693069577	2.174487352	1.16829288	1.387230039
L1Md_A	1	94388112	94394688	-	0.211633697	0.836341262	0.271696031	0.198175713
L1Md_A	1	94399425	94404632	+	0.816301405	1.142999768	0.244526416	0.481283873
