Position	L1Hs:ENCFF000AZD.bam	L1Hs:ENCFF303YPV.bam	L1PA2:ENCFF000AZD.bam	L1PA2:ENCFF303YPV.bam	L1PA3:ENCFF000AZD.bam	L1PA3:ENCFF303YPV.bam	L1PA4:ENCFF000AZD.bam	L1PA4:ENCFF303YPV.bam
65	0.7590361445783133	1.1076444499721063	0.7965641952983725	1.1007703390870596	0.7821363910681955	1.1431363157507812	0.7818057455540356	1.1318883777416737
66	0.9427710843373494	1.1076444499721063	0.9837251356238698	1.1430698248607356	0.9010259505129753	1.1155592191042951	0.872093023255814	1.1021214250068498
67	0.9367469879518072	1.012609866986334	0.8734177215189873	1.1725810940051606	0.8986119493059747	1.1089932437122745	0.9705882352941176	1.1906781093929506
68	1.036144578313253	1.0552115766006458	0.8851717902350814	1.0712590699426343	0.8702474351237176	1.045959879948877	0.8727770177838577	1.1028655988252205
69	0.8463855421686747	1.173185541686432	0.8707052441229657	1.0830635776004043	0.8901629450814725	1.1234383895747198	0.9220246238030095	1.1690970686602034
70	0.8373493975903614	1.0879821224578086	0.8652802893309223	1.1115911377733487	0.9106819553409776	1.1562682665348225	0.9233926128590971	1.1802596759357622
71	0.6566265060240963	1.1797396508578646	0.7377938517179023	1.1312653172029654	0.8249849124924562	1.1877849484165213	0.8638850889192886	1.1765388068439093
72	0.677710843373494	1.150246159586418	0.705244122965642	1.1312653172029654	0.7646348823174411	1.242282544170292	0.7599179206566348	1.1698412424785738
73	0.8945783132530121	1.1076444499721063	0.849005424954792	1.053552308455979	0.8611949305974653	1.175309595171682	0.7701778385772914	1.1817480235725035
74	0.858433734939759	1.1404149958292693	0.8969258589511754	1.0879821224578086	0.9571514785757392	1.1201554018787094	0.8529411764705882	1.0857496010026968
75	0.8554216867469879	1.1240297229006877	0.8634719710669078	1.1066725929159444	0.9185274592637296	1.1109630363298806	0.8064295485636115	1.1370975944702677
76	0.963855421686747	1.035549249086348	0.9077757685352622	1.1017540480585404	0.9480989740494871	1.1470759009859937	0.8276333789329685	1.1408184635621208
77	0.9789156626506024	1.1699084871007157	0.8996383363471971	1.1361838620603697	0.963789981894991	1.1562682665348225	0.9179206566347469	1.1259349871947089
78	0.9126506024096386	0.9634540482005896	0.9330922242314648	1.0496174725700558	0.9939649969824985	1.1319741575843465	0.9493844049247606	1.0946796868231439
79	0.7289156626506024	1.0191639761577664	0.7884267631103075	1.0899495404007704	0.8503319251659626	1.1254081821923259	0.8611491108071135	1.11477237991915
80	0.6265060240963856	1.081428013286376	0.6690777576853526	1.0476500546270942	0.6940253470126735	1.0892953175362128	0.7325581395348837	1.12742333483145
81	0.6295180722891566	1.0781509587006597	0.5994575045207957	1.0810961596574427	0.6397103198551599	1.1437929132899836	0.6497948016415869	1.1103073370089265
82	0.8855421686746988	1.0191639761577664	0.740506329113924	1.0761776148000384	0.6940253470126735	1.0952046953890313	0.6792065663474692	1.0991447297333676
83	0.7620481927710844	1.0421033582577806	0.8236889692585895	1.1184771005737146	0.7779118889559444	1.1254081821923259	0.7735978112175103	1.143795158835603
84	0.6927710843373494	1.1109215045578227	0.7576853526220615	1.061421980227826	0.7175618587809294	1.1437929132899836	0.713406292749658	1.1184932490110029
85	0.6626506024096386	1.173185541686432	0.720614828209765	1.116509682630753	0.7187688593844297	1.1516720837604082	0.7558139534883721	1.096168034459885
86	0.7560240963855421	1.284605397600786	0.7730560578661845	1.1991412362351435	0.7139408569704285	1.2252110081510386	0.7510259917920656	1.246491145770745
87	1.0090361445783131	1.2649430700864883	1.0343580470162748	1.2217665425792028	0.9764634882317441	1.2199582278374221	0.9616963064295485	1.2360727123135566
88	0.8403614457831325	1.1240297229006877	0.9593128390596745	1.2207828336077218	0.963789981894991	1.1877849484165213	1.0348837209302326	1.1929106308480624
89	1.0512048192771084	1.2551119063293394	1.0723327305605788	1.3712903062442903	1.044055522027761	1.3256704316489532	1.0006839945280437	1.34025704688544
90	1.2018072289156627	1.1928478692007298	1.2242314647377939	1.2670171552673215	1.1726010863005432	1.3033461153160835	1.1162790697674418	1.3432337421589222
91	0.9578313253012049	1.1633543779292834	1.003616636528029	1.1381512800033313	1.0307785153892577	1.2048564844357748	1.0841313269493844	1.2249101050379978
92	0.9849397590361446	1.3042677251150838	0.9900542495479204	1.3801436869876178	1.0380205190102596	1.3184478587177306	1.0266757865937073	1.2680721865034923
93	0.9668674698795181	1.2813283430150697	1.003616636528029	1.3280071114991334	1.0132770066385033	1.309255493168902	1.006155950752394	1.3357920039752162
94	0.9698795180722891	1.363254707657977	0.9412296564195298	1.2227502515506836	0.9993964996982498	1.2344033736998674	1.0041039671682626	1.325373570518028
95	0.9006024096385542	1.1174756137292552	0.9556962025316456	1.0712590699426343	0.9794809897404949	1.1083366461730724	1.048563611491108	1.1326325515600442
96	0.7740963855421686	0.9339605569291428	0.7911392405063291	0.9778067176519545	0.8750754375377188	1.0512126602624934	0.9835841313269493	1.1207257704661147
97	0.6355421686746988	0.642302698800393	0.6374321880650995	0.7987716848424418	0.7531683765841883	0.8259997043161877	0.7640218878248974	0.9384031849653192
98	0.5210843373493976	0.36375305901450833	0.6003616636528029	0.5115286651700365	0.631864815932408	0.5160856658128169	0.7387140902872777	0.6816632176274642
99	0.5150602409638554	0.43912531448598296	0.5497287522603979	0.52726800871373	0.6004828002414001	0.564017286174567	0.7359781121751026	0.6734773056253877
100	0.2921686746987952	0.35064484067164314	0.24773960216998192	0.35708635664754473	0.2727821363910682	0.35062308593389846	0.2913816689466484	0.42343490265286804
