Position	L1A:Jmjd2a_2a_Ctrl	L1A:Jmjd2a_2a_OHT	L1A:Jmjd2c_2i_ChIP	L1A:Jmjd2c_Serum_ChIP	L1A:Jmjd2c_2i_input	L1A:Jmjd2c_Serum_input	L1Tf:Jmjd2a_2a_Ctrl	L1Tf:Jmjd2a_2a_OHT	L1Tf:Jmjd2c_2i_ChIP	L1Tf:Jmjd2c_Serum_ChIP	L1Tf:Jmjd2c_2i_input	L1Tf:Jmjd2c_Serum_input	L1Gf:Jmjd2a_2a_Ctrl	L1Gf:Jmjd2a_2a_OHT	L1Gf:Jmjd2c_2i_ChIP	L1Gf:Jmjd2c_Serum_ChIP	L1Gf:Jmjd2c_2i_input	L1Gf:Jmjd2c_Serum_input
11	4.879289958160439	1.9219593501702295	12.58815580540648	25.540812541222987	2.428474034504943	3.0094081942336874	9.171802002924352	2.1955441812379273	16.356205968937157	27.691391868044786	2.4955407610553175	3.0342845818470074	10.912761366163293	2.1730253600576015	19.87986831254912	33.97855701097059	2.339979729147862	3.3181818181818183
12	4.413982234829689	1.8861464430242003	10.982818840332813	22.218938045416593	2.424681913901406	2.888012139605463	8.304690191289748	2.1493726936084525	14.647699447091082	24.753372443838778	2.4346255966159833	2.9678953626634956	9.53901912912152	2.1317653848666342	18.021846722078426	30.04809526116846	2.294543229552758	3.109090909090909
13	3.836341085489964	1.888442142200228	9.223858037560404	18.538601565566978	2.2631375761907404	2.739908952959029	7.516314958592861	2.1448754707874	12.945488858871762	21.73546604458744	2.4172920132389373	2.888228299643282	8.582030155002533	1.7879322582752417	15.990538143895442	25.415087208261603	2.249106729957654	2.618181818181818
14	3.483882079113183	1.962822795503519	8.341324442747133	16.350747387096266	2.20018837417203	2.6018209408194233	6.436883568711676	2.157767509541084	11.146320892800471	18.39863262838052	2.3212144368061667	2.7346413000396352	8.720947909310127	1.6916589828296515	15.412914851521133	23.791635615952025	2.4535709781356227	2.6272727272727274
15	3.216446078660625	1.9600679564922858	7.3263786698336935	14.40630505985915	2.1584750475331256	2.5647951441578147	5.7262354716327915	2.1610654729431897	9.74589538975676	15.96104508412169	2.2622802533242092	2.6127625842251287	8.227018116216456	1.815438908402553	13.487503876940105	21.30424194820285	2.4081344785405183	2.536363636363636
16	3.025273138067371	1.9380292444024219	6.234620978070882	12.102132978520302	2.1546829269295884	2.532321699544765	5.197960134315629	2.127186394357926	8.420601361325614	13.755460905214711	2.234051274681591	2.527150217994451	6.590875676593671	1.95297215903911	11.562092902359076	18.70292185292318	1.9992059821845813	2.7818181818181817
17	2.8366766521990936	1.935274405391189	5.4526820719599245	10.421703765967541	2.2017052224134446	2.449772382397572	4.601042651257891	2.111895836766347	7.135391443651454	11.451570215565425	2.1686789030881592	2.433016250495442	6.189557719705064	1.9392188339754546	10.859317896637002	16.718703240100364	2.0446424817796855	2.9272727272727272
18	2.525440921421936	1.949966880117765	4.733413978299291	8.971691761548664	2.1433065651189787	2.418512898330804	4.139390573041873	2.1277860240673996	6.205691911434514	9.807471433803485	2.185021995986517	2.396948077685295	5.525839560235443	1.7741789332115858	10.137288781169115	15.389561585577905	2.4308527283380705	2.536363636363636
19	2.4048628402930374	1.9720055922076292	4.092886136178807	7.4925210457840965	2.0568462153583402	2.296206373292868	3.6373607620372823	2.0966052791747676	5.258153900608446	8.13419114043172	2.0988493243406303	2.3303606817281013	4.970168543005064	1.9392188339754546	8.539197672266862	13.652183565737834	2.4308527283380705	2.463636363636364
20	2.3074728516889267	2.0330711902899608	3.5535957603242303	6.160094714291866	2.043194581185608	2.2515933232169956	3.244350829561839	2.0756182393431883	4.501802407581392	6.742377909395837	2.0562582337570308	2.2651605231866827	5.232568745586076	2.1592720349939456	7.595746294722157	12.076201318232632	1.7265869846139565	2.5
21	2.123513984325607	1.9394066639080383	3.1177925722081357	5.349989646905057	2.0083070716330695	2.180576631259484	2.9573324456563994	2.081014906728452	3.9928811060856635	5.936678443459377	2.0800300052455514	2.226317875544986	4.136662017159494	1.9942321342300773	7.268426429043383	10.262872346705562	1.6357139854237486	2.418181818181818
22	2.025608704776501	1.8847690235185839	2.7787274074127963	4.59820200220963	2.023475554047217	2.1113808801213962	2.733572509786391	2.0732197205052936	3.406519820980894	4.995419473236151	2.0666583837832584	2.1698374950455808	3.4575085516556965	1.815438908402553	5.468167167810122	8.174221175313125	1.9992059821845813	2.4727272727272727
23	2.002935903196708	1.9439980622600934	2.506511109231136	3.926600813714855	1.9764532585633607	2.048254931714719	2.5222623748595256	2.03364415968003	2.915436998094294	4.153087896980977	2.0156481241308084	2.133967499009116	3.4883791637240513	1.7329189580206188	4.649867503613184	6.892548865595039	2.0219242319821333	2.2636363636363637
24	1.9266728433374045	1.962822795503519	2.2304381456679168	3.357688999959252	1.921088297751724	1.9908952959028832	2.3674810658366625	2.0300463814231877	2.5553095946441204	3.551659012313278	1.9869239002488455	2.1054300435988904	3.025319982698734	1.911712183848143	4.139633595349212	5.895692624703195	1.885614733196821	2.209090909090909
25	1.8617461842679972	1.948130320776943	2.0337482112084406	2.9127017094228362	1.896818725889089	1.9933232169954476	2.2699015449309443	2.070821201667399	2.362234296757081	3.0899288534372844	1.9968288050357295	2.1222750693618706	2.71661386201519	2.0767520846120116	3.3598421506438947	5.117195369911468	2.0446424817796855	2.1454545454545455
26	1.8498944925331056	1.9871572067694105	1.864697711983466	2.5783273564912697	1.893026605285552	2.025796661608498	2.1565074120163685	2.072919905650557	2.180071950489744	2.723193828099651	2.0057432193439246	2.0804597701149423	2.932708146493671	2.0767520846120116	3.4849938639916616	4.708959004593856	2.1127972311723417	2.090909090909091
27	1.8808119492328232	1.993126024627082	1.7531758047000703	2.2867402430343593	1.8717907299057461	2.01092564491654	2.0956043317269377	2.0972049088842413	1.9653806138175254	2.366806856524366	2.0889444195537465	2.0580657946888623	2.932708146493671	1.85669888359352	3.8219407845433415	4.576044839141611	1.862896483399269	2.0454545454545454
28	1.864322638992974	1.9169088119829687	1.671221665341955	2.0144866229697005	1.8816502434749418	1.9474962063732928	2.0353742136506496	2.1157934298779257	1.8438690948212257	2.1161769944002833	2.04783906468818	2.0632183908045976	2.4696489654683544	2.0354921094210443	2.936251736236069	3.702608894741137	2.1355154809698935	1.8545454545454545
29	1.8354663460732374	1.951803439458587	1.6265486246722374	1.8978517775869361	1.9544589590628476	1.9559939301972686	1.975480576680933	2.1124954664758206	1.752578057233332	1.9323955595809728	2.000790766950483	2.060443915973048	2.361601823229114	2.2142853352485687	2.252730840259803	3.132976757088654	2.521725727528279	1.9
30	1.8344357641832467	1.9091034347844755	1.5667703112580826	1.7238503370566707	1.9665937449941653	1.9541729893778452	1.992304632009505	2.0894097226610833	1.6967541124094707	1.8386421924940948	2.0310007265504777	2.0546967895362664	2.284425293058228	2.186778685121257	2.012054468437175	2.715246522810167	1.885614733196821	1.8545454545454545
31	1.815369999218421	1.8921152608818717	1.5012069997715907	1.6037291240130087	1.8922681811648447	1.9380880121396054	1.9132315719652164	2.0576293480589776	1.6329553183250576	1.7192256520765923	2.083991967160305	2.0580657946888623	2.0374603965113924	1.9392188339754546	1.8002592612332617	2.392454978140427	1.9083329829943732	1.8454545454545455
32	1.7870289972436797	1.9274690281926954	1.5156694949524345	1.5913683659425526	1.9165377530274799	1.9444613050075872	1.9078478742600733	2.078016758181083	1.5687367953321945	1.5940142015521743	2.1033065314947277	2.042806183115339	1.6824483577253166	1.8979588587844873	1.8483945355977875	2.4019488471013015	1.885614733196821	1.8545454545454545
33	1.712311810219362	1.9384883842376273	1.4822450616455956	1.4810723708523301	1.9203298736310168	1.9590288315629742	1.8980899221695016	2.0519328658189777	1.5127029860541081	1.5149550708078312	2.08696343859637	2.0328973444312326	1.7441895818620257	2.007985459293733	1.5692099442835383	2.060169564509812	1.6811504850188523	1.9272727272727272
34	1.7344693208541597	1.914153972971736	1.3687948216714205	1.2947101722516088	1.877858122871405	1.8955993930197268	1.8378598040932135	2.0051617484800293	1.5007407121632808	1.414165027162556	2.074087062373421	2.02893380895759	1.7441895818620257	2.104258734739323	1.3862959016983405	1.7563657577618212	1.862896483399269	2.0727272727272728
35	1.7040671550994373	1.9412432232488603	1.3601173245629141	1.3368635266970101	1.8740660022678681	1.8646433990895297	1.8099318722477837	1.99466822856424	1.4912968117231538	1.3584924979211208	2.0562582337570308	2.0325009908838685	1.7750601939303798	2.2417919853758796	1.771378096614546	1.642439330231325	2.180951980564998	2.2
36	1.6618132976098232	1.8990023584099542	1.3215506707473303	1.2978795973978796	1.9408073248901152	1.8834597875569044	1.8149790888463555	2.0066608227537137	1.468211721758399	1.3469026777072906	2.060715440911128	2.0279429250891794	1.8985426422037976	2.186778685121257	1.7039887125042101	1.6139577233487008	2.0900789813747895	2.3545454545454545
37	1.6690273708397574	1.8907378413762554	1.3408339976551222	1.2668192309644262	1.9514252625800181	1.8767830045523521	1.782003940402354	2.055830458930557	1.3909816026035833	1.2833656276064702	2.0087146907799895	1.9916765755053507	1.9911544784088608	2.2555453104395355	1.4055500114441508	1.405092606209457	1.6357139854237486	2.190909090909091
38	1.6623285885548187	1.9807292490765338	1.332156500546616	1.1948732801440796	1.9324646595623345	1.8910470409711684	1.7587867440489249	1.9835750789389766	1.3422930492233733	1.2057552243888559	1.9730570335472088	1.933214427269124	1.9757191723746836	1.9804788091664216	1.4055500114441508	1.31015391660071	1.6129957356261964	1.9181818181818182
39	1.6808790625746493	1.9495077402825596	1.2694856880962926	1.1327525472771727	1.9006108464926255	1.8986342943854324	1.733887142162638	1.9631876688168712	1.2954932759311888	1.1575332938563114	1.9641426192390135	1.9007134363852556	1.7596248878962026	1.815438908402553	1.4055500114441508	1.1297704063440905	1.5902774858286444	2.081818181818182
40	1.628319386185129	1.8631894512639253	1.209707374682138	1.0582710563398094	1.8164257690941092	1.7899848254931714	1.7231197467523518	1.9595898905600289	1.2883578844875374	1.1086904800980262	1.9418565834685255	1.8991280221957987	1.7287542758278482	2.0629987595483557	1.5210746699190125	1.0348317167353434	1.7720234842090608	2.0545454545454547
41	1.5819432011355528	1.8296722432939236	1.1717834984301476	1.0259429198478478	1.798223590197133	1.7572078907435509	1.7200914167932089	1.9317071090695022	1.2839507309488116	1.0993772317119126	1.9269992262882	1.8652397938961554	1.6207071335886079	1.8842055337208314	1.4633123406815816	1.2626845717963366	1.7038687348164046	1.8454545454545455
42	1.5819432011355528	1.8783410658257067	1.1656771115760136	1.0078771965141042	1.8331110997496713	1.813050075872534	1.7244656711786377	1.9377034061642393	1.256878216353781	1.1047582196683339	1.9230372643734468	1.835909631391201	1.5435306034177216	1.815438908402553	1.4344311760628663	1.3291416545224595	2.0446424817796855	1.7272727272727273
43	1.6190441491752137	1.901298057585982	1.1862459936109915	0.9764998875660237	1.8369032203532079	1.795144157814871	1.7234562278589236	1.9547928528842393	1.2577176741706813	1.089029177949564	1.8982750024062378	1.851961950059453	1.7904954999645573	2.090505409675667	1.1937548042402377	1.1582520132267147	1.9764877323870294	1.5454545454545454
44	1.6515074787099175	1.9068077356084479	1.190745436556143	0.973330462419753	1.8285605550254271	1.8349013657056146	1.6753394296192072	1.9613887796884502	1.246804722550979	1.0583989388130122	1.9086751524324654	1.8402695204122077	2.006589784443038	1.9254655089117987	1.0300948714008502	0.9968562408918445	2.249106729957654	1.8272727272727274
45	1.6417169507550067	1.8930335405522827	1.1338596221781572	0.9489258887934681	1.8740660022678681	1.861608497723824	1.6450561300277777	1.926310441684239	1.1934991511778181	1.007486514302257	1.9116466238685303	1.8557273087594135	1.852236724101266	1.95297215903911	1.0974842555111863	1.053819454657093	2.4081344785405183	1.8727272727272728
46	1.6942766271445266	1.9146131128069415	1.1258249026332439	0.9460734061618243	1.877858122871405	1.8473444613050076	1.6292415180189197	1.8738428421052908	1.163278669769412	0.9607133112964416	1.8784651928324707	1.8545382481173207	1.6361424396227848	1.7741789332115858	1.155246584748617	1.1107826684223412	1.9537694825894774	1.6818181818181819
47	1.6169829853952327	1.9485894606121485	1.1113624074524	0.9165977523015062	1.7997404384385476	1.8112291350531107	1.6349616968306344	1.8978280304842385	1.158241922868011	0.9184932519460595	1.8754937213964054	1.829567974633373	1.6978836637594938	1.5953857073840618	1.1167383652569967	1.0253378477744688	1.6811504850188523	1.8272727272727274
48	1.6102842031102937	1.947212041106532	1.0779379741455608	0.8864882134119338	1.8422121891981593	1.795144157814871	1.6632261097826355	1.953593593465292	1.1641181275863122	0.9447773085024249	1.8893605880980426	1.8117320650019817	1.512659991349367	1.870452208657176	1.1937548042402377	0.9873623719309699	1.9083329829943732	1.9454545454545455
49	1.659752133829842	1.952721719128998	1.0837229722178985	0.8909254086167129	1.8338695238703786	1.7462822458270106	1.6914905227346366	1.9580908162863446	1.1836355218292411	0.958643700543972	1.934923150117707	1.7925089179548157	1.8059308059987342	1.911712183848143	1.2515171334776687	1.0728071925788423	1.840178233601717	1.9545454545454546
50	1.6303805499651103	1.953639998799409	1.1049346318164694	0.9175485798453874	1.8080831037663285	1.7635811836115327	1.6948553338003507	1.9796774858273976	1.1958076601742935	0.9816163798963858	1.9611711478029485	1.8028141101862862	1.9448485603063292	1.85669888359352	1.1263654201299016	1.0253378477744688	1.7493052344115088	1.8636363636363635
51	1.6221358948451856	1.9173679518181743	1.1020421327803007	0.9112097295528458	1.7572686876789358	1.750834597875569	1.7076416158500656	1.9763795224252922	1.1639082631320872	0.9805815745201509	1.965628354957046	1.816686484344035	1.713318969793671	1.9254655089117987	1.1745006944944272	0.8639420754395987	1.885614733196821	1.5636363636363637
52	1.6041007117703503	1.900379777915571	1.1055774093800625	0.8696902601366988	1.8262852826633051	1.7484066767830047	1.697210701546351	1.9580908162863446	1.1697844678503884	0.9613341945221825	1.9012464738423027	1.7841854934601664	1.6978836637594938	2.090505409675667	1.2515171334776687	0.8639420754395987	1.840178233601717	1.8181818181818181
53	1.5937948928704444	1.8553840740654317	1.0968999122715561	0.8554278469784803	1.8892344846820153	1.7374810318664644	1.6891351549886364	1.9380032210189762	1.15320517596661	0.9244951231282216	1.860141118976736	1.7512881490289338	1.5898365215202532	2.4618451863943713	1.2707712432234788	0.8639420754395987	1.6811504850188523	2.036363636363636
54	1.5881266924754964	1.8755862268144736	1.04097826423896	0.8063017572112835	1.8566222474915992	1.7195751138088011	1.6393359512160632	1.9188150703158178	1.1089237761251258	0.8818611416273456	1.8655888166095218	1.7205707491082045	1.4663540732468354	2.4480918613307154	1.2033818591131429	1.0063501098527192	1.6357139854237486	2.1272727272727274
55	1.587611401530501	1.887523862529817	1.0310152120032676	0.7939409991408275	1.7739540183344975	1.7195751138088011	1.6181376415020623	1.9095208098189753	1.0745060056322189	0.8700643603382682	1.8546934213439499	1.7122473246135552	1.6052718275544307	1.9392188339754546	1.222635968858953	1.0253378477744688	1.6357139854237486	1.8
56	1.5767902916855998	1.8939518202226937	1.0438707632751287	0.813274492533079	1.8346279479910859	1.7083459787556905	1.6440466867080632	1.9332061833431864	1.050371593396339	0.8624068005541302	1.8804461737898472	1.7792310741181134	1.7904954999645573	1.911712183848143	1.2418900786047635	0.9968562408918445	1.9310512327919251	1.6818181818181819
57	1.6241970586251668	1.9077260152788589	1.0377643764209947	0.8284877332351789	1.9051613912168697	1.7262518968133536	1.640008913429206	1.9386028507284494	1.0793328880793949	0.8475056031363483	1.874007985678373	1.807372175980975	1.6978836637594938	2.0492454344846998	1.1359924750028068	0.8829298133613481	1.9310512327919251	1.7363636363636363
58	1.635018168470068	1.852170095218993	1.089507970290236	0.8471873415981764	1.8422121891981593	1.792412746585736	1.627222631379491	1.9311074793600285	1.095492451054723	0.8684086717362923	1.8200262545898573	1.7921125644074514	1.4663540732468354	1.8842055337208314	1.2996524078421943	1.0253378477744688	1.6357139854237486	1.6818181818181819
59	1.6412016598100114	1.8990023584099542	1.1512146163951698	0.8652530649319198	1.8323526756289639	1.8230652503793627	1.6638990719957782	1.9404017398568705	1.1599208385018112	0.8874490906590138	1.8333978760521503	1.8129211256440745	1.4354834611784812	1.8842055337208314	1.2707712432234788	0.9873623719309699	1.4994044866384362	1.9
60	1.6334722956350822	1.924255049346257	1.0914363029810152	0.8753952253999862	1.849796430405233	1.8182094081942337	1.6696192508074927	1.9643869282358186	1.1800678261074153	0.9304969943103838	1.8145785569570716	1.800832342449465	1.3891775430759497	2.0492454344846998	1.145619529875712	0.6930524341438539	1.453967987043332	1.8636363636363635
61	1.615437112560247	1.8760453666496792	1.0525482603836351	0.8269030206620435	1.7822966836622784	1.7180576631259483	1.643037243388349	1.9658860025095029	1.138724528625082	0.899038910872844	1.8145785569570716	1.7576298057867619	1.3737422370417722	2.200532010184913	1.0974842555111863	0.721534041026478	1.6129957356261964	1.5818181818181818
62	1.5948254747604351	1.8507926757133766	1.0011260552961903	0.7483012770345283	1.7276901469713493	1.6130500758725341	1.5986217373209186	1.880738583764238	1.0638029184667417	0.8288791063641208	1.7685207496980628	1.6841062227506935	1.5435306034177216	1.9667254841027657	1.0300948714008502	0.9398930271265963	1.6129957356261964	1.6363636363636365
63	1.5108330507262022	1.8204894465898136	0.8699994323232062	0.6820602914774693	1.6662577931940536	1.5477996965098635	1.6013135861734902	1.8783400649263435	1.0249779944351087	0.783554630885034	1.7556443734751142	1.6474435196195005	1.5744012154860763	1.7604256081479301	0.9241972677988938	0.9209052892048469	1.43124973724578	1.5909090909090908
64	1.4897061219813952	1.7571281493314543	0.818898616017558	0.6237428687860872	1.5888985328819036	1.5022761760242793	1.6016500672800618	1.834267281280027	0.9622285226218209	0.7634794065860778	1.7402917710554449	1.618113357114546	1.4509187672126584	1.6366456825750288	0.9434513775447041	0.7690033858308515	1.5902774858286444	1.5363636363636364
65	1.4639415747316304	1.7360077169120012	0.8082927862182725	0.6265953514177309	1.563870536898561	1.4628224582701062	1.5824706442054894	1.7958909798737106	0.9189964450514623	0.7471294816415671	1.685814794727585	1.5824415378517638	1.4046128491101266	1.815438908402553	1.078230145765376	0.8164727306352252	1.522122736435988	1.5909090909090908
66	1.4644568656766255	1.7121324454813152	0.8156847281995927	0.6205734436398165	1.5797974434334154	1.451896813353566	1.5686749188360605	1.8369656149726588	0.9152188848754115	0.7392649607821822	1.64966189225546	1.5941339674990092	1.4200481551443038	1.7191656329569631	0.9819595970363246	0.7974849927134757	1.3630949878531236	1.7
67	1.528352942856042	1.7580464290018654	0.8706422098867993	0.6662131657461154	1.6920442132981037	1.543247344461305	1.5286336671540588	1.8411630229389746	0.9655863538894217	0.7384371164811943	1.6793766066161107	1.6135552913198574	1.6207071335886079	1.7466722830842747	1.078230145765376	0.7690033858308515	1.4085314874482278	1.9272727272727272
68	1.599978384210388	1.8448238578557052	0.9429546857910184	0.6960057621210607	1.7845719560244007	1.6622154779969651	1.5595899289586315	1.836665800117922	1.0344218948752357	0.7808641369068234	1.78833055927183	1.6730083234244946	1.5744012154860763	1.95297215903911	1.1263654201299016	0.787991123752601	1.7265869846139565	1.7272727272727273
69	1.6267735133501433	1.8916561210466665	1.024587436367337	0.7980612518309794	1.78760565250723	1.7034901365705615	1.586844898590918	1.8582524696589746	1.0703087165477179	0.8181171304512783	1.8220072355472343	1.7162108600871977	1.4509187672126584	1.815438908402553	1.0300948714008502	0.6360892203786056	1.9992059821845813	1.709090909090909
70	1.6386252050850352	1.9155313924773523	1.1030062991256904	0.8719088577390884	1.8126336484905727	1.7456752655538694	1.6420278000686348	1.9245115525558179	1.1355765618117062	0.8698573992630212	1.8210167450685457	1.7493063812921126	1.3737422370417722	1.3890858314292263	0.8471808288156525	0.8069788616743504	1.840178233601717	1.7181818181818183
71	1.7081894826593997	1.9054303161028314	1.137394898777919	0.9295923954012163	1.8801333952335268	1.8078907435508347	1.6901445983083507	1.9505954449179235	1.1861538952799415	0.9296691500093959	1.8705412690029637	1.8240190249702735	1.281130400836709	1.402839156492882	0.808672609324032	0.9019175512830975	1.794741734006613	1.6363636363636365
72	1.715403555889334	1.900379777915571	1.1602135022854725	0.9216688325355393	1.9021276947340402	1.8288315629742034	1.722446784539209	1.9227126634273968	1.2014740004383697	0.9238742399024807	1.9314564334422974	1.8652397938961554	1.342871624973418	1.8291922334662087	0.9338243226717988	0.854448206478724	1.862896483399269	1.7818181818181817
73	1.703036573209447	1.8448238578557052	1.1721048872119442	0.8776138230023758	1.8255268585425977	1.7963581183611532	1.7591232251554962	1.8960291413558175	1.1907709132728925	0.9528487904370566	1.893322550012796	1.823028141101863	1.3891775430759497	1.9804788091664216	1.078230145765376	0.7690033858308515	1.817459983804165	1.8454545454545455
74	1.6190441491752137	1.7199378226798088	1.1258249026332439	0.8522584218322096	1.8209763138183535	1.7311077389984826	1.7036038425712081	1.8426620972126588	1.1320088660898806	0.9166306022688367	1.851226704668541	1.7992469282600079	1.49722468531519	1.677905657765996	1.0974842555111863	0.6645708272612297	1.5448409862335402	1.6454545454545455
75	1.5360823070309715	1.791563636971867	1.0323007671304536	0.7701703105437967	1.8399369168360376	1.6773899848254932	1.6063608027720617	1.8084832037726584	1.0799624814420699	0.8464707977601134	1.8611316094554244	1.7441537851763773	1.4046128491101266	1.5953857073840618	0.9049431580530833	0.655076958300355	1.453967987043332	1.3363636363636364
76	1.4922825767063714	1.8113066498857036	0.9689871771165374	0.7194595082034644	1.7913977731107669	1.6358118361153262	1.5616088155980599	1.8414628377937114	1.03085419915341	0.8032159330334964	1.8026926712128113	1.6995640110978993	1.4354834611784812	1.444099131683849	0.6546397313575497	0.6835585651829791	1.6811504850188523	1.2181818181818183
77	1.5278376519110466	1.7695249248820029	0.943276074572815	0.7020276698989751	1.7367912364198375	1.5465857359635813	1.5764139842872036	1.8126806117389742	0.9800670012309496	0.7665838227147824	1.7744636925701929	1.6006738010305193	1.6052718275544307	1.3753325063655704	0.6353856216117394	0.5791260066133573	1.5902774858286444	1.190909090909091
78	1.5221694515160986	1.755750729825838	0.8812480396860847	0.6782569813019443	1.6601904002283947	1.5089529590288315	1.5340173648592017	1.779700977717921	0.9315883123049646	0.7456807541148383	1.7011673971472543	1.5277447483154973	1.4663540732468354	1.7054123078933074	0.8953161031801783	0.5791260066133573	1.5448409862335402	1.4181818181818182
79	1.4891908310363997	1.7415173949344673	0.8812480396860847	0.6830111190213505	1.63288713188293	1.4895295902883157	1.5155109039977726	1.7650100498358154	0.9492169264598683	0.7448529098138503	1.6595667970423436	1.5428061831153388	1.4046128491101266	1.815438908402553	0.9723325421634194	0.5316566618089837	1.5448409862335402	1.509090909090909
80	1.4866143763114232	1.7543733103202215	0.9606310687898276	0.7090004052207709	1.6465387660556623	1.501669195751138	1.532671440432916	1.8042857958063423	1.0232990788013083	0.7943166067978766	1.6655097399144738	1.5883868410622275	1.2193891767000002	1.6228923575113732	0.9819595970363246	0.5981137445351068	1.7493052344115088	1.5454545454545454
81	1.531444688526014	1.779626001256524	1.034871877384826	0.7803124710118632	1.7329991158163005	1.6163884673748103	1.5912191529763469	1.8327682070063427	1.0923444842413474	0.8458499145343724	1.7789208997242907	1.636940150614348	1.1730832585974686	1.6503990076386845	1.1071113103840913	0.8734359444004733	1.453967987043332	1.509090909090909
82	1.6185288582302186	1.809010950709676	1.164712945230624	0.9096250169797104	1.8482795821638183	1.7532625189681335	1.6440466867080632	1.8486583943073958	1.1907709132728925	0.9006945994748199	1.8442932713177222	1.7265160523186682	1.2656950948025318	1.95297215903911	1.0300948714008502	0.8924236823222228	1.3630949878531236	1.6272727272727272
83	1.6659356251697857	1.8122249295561146	1.2665931890601239	0.9812540252854298	1.9044029670961624	1.8285280728376327	1.6497668655197777	1.9089211801095016	1.2610755054382818	0.9783050026924341	1.9750380145045854	1.812128418549346	1.4663540732468354	2.1180120598029784	1.1263654201299016	0.9493868960874711	1.522122736435988	1.5909090909090908
84	1.6515074787099175	1.811765789720909	1.3035528989667249	1.002489173765444	1.936256780165871	1.813050075872534	1.6756759107257788	1.8819378431831855	1.3017892095579402	1.0165928016131238	1.9636473739996694	1.8242172017439555	1.4817893792810128	2.0767520846120116	1.0878572006382812	0.9209052892048469	1.522122736435988	1.3909090909090909
